Q9NXB0	MKS1
P01584	IL1B
A0A2R9YJI8	CYP2D7
P50552	VASP
P13569	CFTR
Q53G83	Ribosomal protein S3 variant {ECO:0000313|EMBL:BAD96768.1}
P12236	SLC25A6
P51888	PRELP
Q53FW2	Phosphoribosyl pyrophosphate synthetase 1 variant {ECO:0000313|EMBL:BAD96889.1}
P51884	LUM
P50553	ASCL1
P12235	SLC25A4
Q53FW4	E3 ubiquitin protein ligase URE-B1 variant {ECO:0000313|EMBL:BAD96887.1}
Q5TG36	DMAP1
Q5TG37	DMAP1
O76061	STC2
Q5TG38	DMAP1
Q5TG39	DMAP1
P61204	ARF3
P61201	COPS2
Q5TG30	ARHGAP40
Q53FV7	Carnitine palmitoyltransferase 1B isoform a variant {ECO:0000313|EMBL:BAD96894.1}
D6REL4	IK
Q71VB6	GRK1
Q53G72	B-cell receptor-associated protein 31 variant {ECO:0000313|EMBL:BAD96779.1}
Q53FV1	ORMDL2
Q53G71	Calreticulin variant {ECO:0000313|EMBL:BAD96780.1}
Q53FV0	Prohibitin {ECO:0000256|RuleBase:RU366048}
Q08257	CRYZ
Q53G76	Beta actin variant {ECO:0000313|EMBL:BAD96775.1}
Q53G74	Ribosomal protein L4 variant {ECO:0000313|EMBL:BAD96777.1}
Q53FV3	COP9 signalosome subunit 4 variant {ECO:0000313|EMBL:BAD96898.1}
Q4A4D0	EYA1
O76050	NEURL1
C9J1B2	ATG16L1
Q5TG40	DMAP1
Q3ZCT4	CLOCK
P26885	FKBP2
P61218	POLR2F
B7U540	KCNJ18
B4DW90	cDNA FLJ58737, highly similar to Splicing factor 3A subunit 3 {ECO:0000313|EMBL:BAG62952.1}
P0DN76	U2AF1L5
B4DVX2	cDNA FLJ55373, highly similar to Isoleucyl-tRNA synthetase, cytoplasmic {ECO:0000313|EMBL:BAG62834.1
H3BRE2	IST1
P0DN78	OPN1MW3
P0DMV9	HSPA1B
P0DN79	CBSL
P49585	PCYT1A
O76039	CDKL5
P36269	GGT5
O76036	NCR1
P51825	AFF1
B3KPS8	cDNA FLJ32139 fis, clone PLACE5000037, highly similar to Vacuolar protein sorting 11 {ECO:0000313|EM
P36268	GGT2
H3BRE1	NUBP2
O76031	CLPX
Q6IA17	SIGIRR
O76041	NEBL
Q3ZCW0	RIMS1
P51828	ADCY7
B4DVW7	cDNA FLJ56640, highly similar to Mus musculus embryonic ectoderm development (Eed), mRNA {ECO:000031
Q3ZCW5	SUCLG2
Q8IVD9	NUDCD3
P24278	ZBTB25
P0DN86	CGB3
B4DVY2	cDNA FLJ54184, highly similar to Tropomyosin alpha-4 chain {ECO:0000313|EMBL:BAG62844.1}
P0DN87	CGB7
B3KQ51	Serine/threonine-protein phosphatase {ECO:0000256|RuleBase:RU004273}
Q53G99	Beta actin variant {ECO:0000313|EMBL:BAD96752.1}
B3KQ54	cDNA FLJ32898 fis, clone TESTI2005396, highly similar to Homo sapiens zinc finger protein 132 (clone
O76027	ANXA9
P50502	ST13
Q53FX3	Vacuolar protein sorting 11 (Yeast homolog) variant {ECO:0000313|EMBL:BAD96878.1}
Q53G92	Tubulin beta chain {ECO:0000256|RuleBase:RU000352}
O76024	WFS1
O76021	RSL1D1
Q53G95	Matrix metalloproteinase 1 preproprotein variant {ECO:0000313|EMBL:BAD96756.1}
Q53FX5	Lin-7 homolog C variant {ECO:0000313|EMBL:BAD96876.1}
Q8IVC0	SERPIND1
Q8ND04	SMG8
A0A0A0MT79	TLE4
Q8IVC4	ZNF584
H0YEZ9	UBQLN1
Q9Y697-3	NFS1
B3KQ68	cDNA FLJ32970 fis, clone TESTI2008840, highly similar to Protein transport protein Sec61 subunit alp
O76015	KRT38
O76014	KRT37
O76013	KRT36
Q6ZSA3	2-oxoisovalerate dehydrogenase subunit alpha {ECO:0000256|RuleBase:RU365014}
P51841	GUCY2F
P12277	CKB
O76011	KRT34
P51843	NR0B1
Q6ZSA7	LRRC55
Q8NCN4	RNF169
Q8NCN5	PDPR
Q8NCN2	ZBTB34
B3KPV0	cDNA FLJ32246 fis, clone PROST1000097, highly similar to U1 SMALL NUCLEAR RIBONUCLEOPROTEIN 70 kDa {
B3KQ75	cDNA FLJ33018 fis, clone THYMU1000459, highly similar to Homo sapiens transcription factor 7 (T-cell
O76009	KRT33A
P62508	ESRRG
P0DMU9	CT45A10
P51858	HDGF
O76003	GLRX3
O76002	OR2J2
P51857	AKR1D1
O76001	OR2J3
O76000	OR2B3
Q08211	DHX9
Q6ZSB9	ZBTB49
A0A0A0MSX9	IARS1
Q8NCM2	KCNH5
Q53FZ2	ACSM3
Q8NCM8	DYNC2H1
Q08209	PPP3CA
Q3ZCX4	ZNF568
H3BRD9	NUP93
J3KSF7	RBL2
P13501	CCL5
P13500	CCL2
A0A0A0MTB8	WDR36
D6REC6	CDK7
Q66K24	BNIP3
J3KSZ8	MSL1
Q53GN6	Proteasome 26S non-ATPase subunit 13 isoform 1 variant {ECO:0000313|EMBL:BAD96615.1}
D6REC2	RBPJ
Q6P597	KLC3
H0YFY8	DDX11
J3KSZ0	EIF4A1
Q9TQ31	HLA-B
Q6ZSY5	PPP1R3F
H0YG91	KRI1
A0A0A0MTC2	TUSC3
B3KPP5	cDNA FLJ32030 fis, clone NTONG2000040, highly similar to Actin, alpha cardiac {ECO:0000313|EMBL:BAG5
O76100	OR7A10
Q7LDG7	RASGRP2
P15692-5	VEGFA
P15692-3	VEGFA
B4DVT8	cDNA FLJ60173, highly similar to Zinc-finger protein ZPR1 {ECO:0000313|EMBL:BAG62800.1}
B4DW59	cDNA FLJ60356, highly similar to Ubiquitin carboxyl-terminal hydrolase isozymeL5 {ECO:0000313|EMBL:B
Q70SY1	CREB3L2
Q53GM6	U5 snRNP-specific protein variant {ECO:0000313|EMBL:BAD96625.1}
B4DW52	cDNA FLJ55253, highly similar to Actin, cytoplasmic 1 {ECO:0000313|EMBL:BAG62914.1}
Q8IW92	GLB1L2
X6RER8	PHF19
Q8IW93	ARHGEF19
Q8IVW4	CDKL3
Q8IVW6	ARID3B
B3KPQ2	cDNA FLJ32052 fis, clone NTONG2001532, weakly similar to NEUROFILAMENT TRIPLET M PROTEIN {ECO:000031
H3BSA1	CSNK2A2
B3KQ21	cDNA FLJ32640 fis, clone SYNOV2001033, highly similar to U3 small nucleolar RNA-associated protein 6
P51801	CLCNKB
P51800	CLCNKA
A1A4E9	KRT13
Q53GQ0	HSD17B12
B3KQ29	cDNA FLJ32674 fis, clone TESTI1000142, highly similar to TRANSDUCIN-LIKE ENHANCER PROTEIN 4 {ECO:000
P51809	VAMP7
P51808	DYNLT3
P51805	PLXNA3
Q8NDD5	DKFZp586L2318
B4DVU3	EIF3C
Q8IVW1	ARL17A
D6REE7	ROCK2
Q53H12	AGK
B3KQ31	cDNA FLJ32694 fis, clone TESTI2000349, highly similar to Mitogen-activated protein kinase kinase kin
Q8IW76	EIF2AK2
Q8IVV7	GID4
Q53H15	GPC3
H3BSB2	BCAR1
P51812	RPS6KA3
P51811	XK
P51814	ZNF41
P51813	BMX
B3KPR6	cDNA FLJ32099 fis, clone OCBBF2001140, weakly similar to VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN
P51810	GPR143
Q5TGM0	VTA1
Q6P582	MZT2A
Q66K14	TBC1D9B
P51817	PRKX
B4DW78	cDNA FLJ59231, highly similar to C-ets-1 protein {ECO:0000313|EMBL:BAG62940.1}
Q8NDC4	MORN4
Q6IAE4	LMO6
O15162	PLSCR1
O15163	Interleukin-2 receptor {ECO:0000313|EMBL:AAB63458.1}
O15160	POLR1C
Q53GS9	USP39
O15164	TRIM24
Q53GS7	GLE1
Q53H47	SETMAR
O15165	LDLRAD4
Q53GS1	DNA mismatch repair protein {ECO:0000256|PIRNR:PIRNR005813}
Q53GS0	G protein-binding protein CRFG variant {ECO:0000313|EMBL:BAD96581.1}
B4DW08	cDNA FLJ50886, highly similar to Aconitate hydratase, mitochondrial {ECO:0000313|EMBL:BAG62870.1}
Q66K64	DCAF15
B4DW05	Prohibitin {ECO:0000256|RuleBase:RU366048}
H0YG62	TEAD4
H0YG67	ATG16L2
Q53H33	Matrix metalloproteinase 13 preproprotein variant {ECO:0000313|EMBL:BAD96468.1}
Q53GR3	Translin variant {ECO:0000313|EMBL:BAD96588.1}
O15178	TBXT
Q53H37	Calmodulin-like skin protein variant {ECO:0000313|EMBL:BAD96464.1}
Q7LDK6	DECR
Q6Q8B3	CD200R1L
A0A173ADG5	HLA-DQA1
B4DVP7	cDNA FLJ51337, highly similar to Signal transducer and activator of transcription 4 {ECO:0000313|EMB
Q8NDI1	EHBP1
O15169	AXIN1
H0YFT5	FERMT3
Q66K74	MAP1S
Q5TGS1	HES3
P01583	IL1A
Q6ZSZ6	TSHZ1
Q6ZSZ5	ARHGEF18
O15182	CETN3
P14859	POU2F1
P0DML2	CSH1
O15187	TIAL1
Q53H60	Pre-mRNA splicing factor 17 variant {ECO:0000313|EMBL:BAD96441.1}
P14854	COX6B1
A3KFL5	EXOSC2
P13521	SCG2
O15181	cd21
A3KFL1	EXOSC2
A3KFL2	EXOSC2
B4DVQ5	EIF3C
Q66K46	KIF5B
P0DML3	CSH2
P01579	IFNG
Q8NDH6	ICA1L
P01574	IFNB1
B4DVQ0	cDNA FLJ58286, highly similar to Actin, cytoplasmic 2 {ECO:0000313|EMBL:BAG62762.1}
P01571	IFNA17
P01570	IFNA14
Q53H55	Protein inhibitor of activated STAT, 4 variant {ECO:0000313|EMBL:BAD96446.1}
O15194	CTDSPL
O15197	EPHB6
C9J286	CPSF7
O15198	SMAD9
P14867	GABRA1
P14868	DARS
P13535	MYH8
P14866	HNRNPL
P13533	MYH6
Q53GT1	KLHL22
B3KPN7	Exocyst complex component 2 {ECO:0000256|RuleBase:RU365069}
B4DVR6	Signal transducer and activator of transcription {ECO:0000256|RuleBase:RU046415}
Q66K58	Uncharacterized protein {ECO:0000313|EMBL:AAH80583.1}
B4DVR9	cDNA FLJ56252, highly similar to Lethal(2) giant larvae protein homolog 2 {ECO:0000313|EMBL:BAG62781
P01569	IFNA5
P01568	IFNA21
B4DW33	cDNA FLJ54187, highly similar to Homo sapiens polymerase (RNA) I associated factor 1 (PRAF1), mRNA {
P01567	IFNA7
P01566	IFNA10
P0DMM9	SULT1A3
P01563	IFNA2
Q8NDG6	TDRD9
B4DW30	RuvB-like helicase {ECO:0000256|RuleBase:RU363048}
P01562	IFNA1
P26842	CD27
H0YFV6	METTL3
O15123	ANGPT2
O15120	AGPAT2
Q8IW23	Similar to glutamate receptor, ionotropic, N-methyl D-aspartate 2C {ECO:0000313|EMBL:AAH41128.1}
A3KFJ1	AURKA
Q8IVQ6	ZDHHC21
D6RDY6	SRP72
X6REH9	UBE2W
J3KT38	GRB2
A3KFJ0	AURKA
B3KPF0	cDNA FLJ31712 fis, clone NT2RI2006445, highly similar to Insulin-like growth factor-binding protein 
Q53GF8	Isocitrate dehydrogenase [NAD] subunit, mitochondrial {ECO:0000256|RuleBase:RU361266}
B4DVK5	cDNA FLJ54759, highly similar to DNA replication licensing factor MCM5 {ECO:0000313|EMBL:BAG62717.1}
Q1PSW9	GLI2
A7UKX8	MDM2
B4DVK1	cDNA FLJ52137, moderately similar to Glioma tumor suppressor candidate region gene 2 protein {ECO:00
B3KPF6	cDNA FLJ31732 fis, clone NT2RI2006856, highly similar to Striatin-4 {ECO:0000313|EMBL:BAG51668.1}
O15116	LSM1
Q2MDF5	EXOC2
O15119	TBX3
Q53GF5	Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551}
Q6ZT07	TBC1D9
O15117	FYB1
O15118	NPC1
O15130	NPFF
J3KT29	RPL23
O15131	KPNA5
Q6DT37	CDC42BPG
Q8IVP5	FUNDC1
J3KSQ2	CLTC
Q8IVP9	ZNF547
Q8IW19	APLF
J3KT25	IMPACT
D6RDX9	POLK
H0YG16	KLC1
P04637-5	TP53
O15126	SCAMP1
O15127	SCAMP2
Q6P4Q7	CNNM4
Q70T24	TRPC7
Q70T25	TRPC7
Q6ZT12	UBR3
Q53GE3	Pyruvate dehydrogenase E1 component subunit alpha {ECO:0000256|RuleBase:RU361139}
H0YG10	GNL2
C9JSU1	LRRFIP2
O15144	ARPC2
O15145	ARPC3
A0FJ57	WT1
O15143	ARPC1B
J3KST4	TLK2
B3KPI0	PR domain zinc finger protein 4 {ECO:0000256|PIRNR:PIRNR037161}
B4DVM1	cDNA FLJ61423, highly similar to Interleukin-6 {ECO:0000313|EMBL:BAG62733.1}
B4DVM4	TAF6L
C9JST7	YIF1A
H0YG45	ATG16L2
O15151	MDM4
O15155	BET1
O15156	ZBTB7B
F8U8C0	TNFRSF10A
H0YG38	PRPF40A
A0A0A0MTN0	CUL2
B4DVN3	MAEA
A0A0A0MTN7	IL12RB2
H3BRY1	POLR3E
O15146	MUSK
Q53GG5	PDLIM3
Q8IVU1	IGDCC3
Q8IVU3	HERC6
B4DVG0	cDNA FLJ60905, highly similar to Early growth response protein 1 {ECO:0000313|EMBL:BAG62672.1}
H3BRV9	NUTF2
B3KPB9	EIF3L
Q6ZT62	BARGIN
Q8IW52	SLITRK4
Q8IVT2	MISP
Q8IVT5	KSR1
J3KT65	ACTG1
H0YFL5	KNTC1
B3KPC1	Protein pelota homolog {ECO:0000256|RuleBase:RU362019}
H3BRW9	MAP2K1
Q53GI4	TEAD4
Q53GI3	ZNF394
A0A0A0MTH3	ILK
B3KPC7	Actin-related protein 2/3 complex subunit 5 {ECO:0000256|RuleBase:RU004301}
Q8IW41	MAPKAPK5
Q8IVS2	MCAT
D3DNS0	ACTL6A
B4DVI7	cDNA FLJ54176, highly similar to Signal recognition particle 68 kDa protein {ECO:0000313|EMBL:BAG626
H0YG09	LATS1
Q53GL7	PARP10
Q6P4R8	NFRKB
C9JSP1	BCAP31
Q6P4R6	EPHA3
C9J1M7	ICA1L
D6REA1	SIL1
O15111	CHUK
Q6ZSS3	ZNF621
Q8IW35	CEP97
Q6IAA8	LAMTOR1
Q53GL0	PLEKHO1
Q8IW36	ZNF695
P02818	BGLAP
A1L461	REV1
J3KT82	TLK2
Q5TGI0	FAXC
J3KSW2	POLI
P02814	SMR3B
J3KT85	SMARCE1
Q53GK6	Beta actin variant {ECO:0000313|EMBL:BAD96645.1}
O15105	SMAD7
C9J1N1	CHN1
P0DME0	SETSIP
A0A0A0MTJ0	TSHR
X6RAY8	MRPL4
P51582	P2RY4
Q8NC42	RNF149
B4DXG7	cDNA FLJ57652, highly similar to Ephrin-A3 {ECO:0000313|EMBL:BAG63379.1}
B4DXG8	cDNA FLJ55260, highly similar to Exosome complex exonuclease RRP45 {ECO:0000313|EMBL:BAG63380.1}
P51587	BRCA2
Q71UI9	H2AFV
D6RHY8	MCM9
P37287	PIGA
P37288	AVPR1A
A0A0A0MTS6	MBD3
C9J4M6	POLR2B
H3BQP5	EDC3
Q8IUF8	RIOX2
H0YEG0	AP2A2
B3KRB7	IKBKB
A1A4S6	ARHGAP10
B3KRB8	DPH2
Q6PUJ7	HEL-215
P49257	LMAN1
J3KTK5	MED9
B9A064	IGLL5
B9A067	IMMT
H3BR18	SNAP23
Q53EZ4	CEP55
P37268	FDFT1
B4DXH2	cDNA FLJ51138, highly similar to Arfaptin-2 {ECO:0000313|EMBL:BAG63384.1}
Q53EZ9	Mitogen-activated protein kinase kinase 3 isoform B variant {ECO:0000313|EMBL:BAD97210.1}
P37275	ZEB1
H3BR21	MON1B
P62244	RPS15A
Q8NC26	ZNF114
B4DXH0	cDNA FLJ57224, highly similar to Cysteine desulfurase, mitochondrial {ECO:0000313|EMBL:BAG63382.1}
Q8IUE6	HIST2H2AB
H3BR25	MLST8
Q6ZRF8	RNF207
Q53EZ1	Casein kinase 1 epsilon variant {ECO:0000313|EMBL:BAD97218.1}
P62241	RPS8
Q5NUL3	FFAR4
P62249	RPS16
B4DXI8	cDNA FLJ51373, highly similar to 26S proteasome non-ATPase regulatory subunit 7 {ECO:0000313|EMBL:BA
J3KTN0	EIF4A1
Q8NC24	RELL2
Q8NBQ5	HSD17B11
Q8IUE0	TGIF2LY
J3KTN3	POLI
Q8IUE1	TGIF2LX
P62253	UBE2G1
Q8NBP7	PCSK9
Q8IUD2	ERC1
B4DXI1	cDNA FLJ54333, highly similar to T-complex protein 1 subunit epsilon {ECO:0000313|EMBL:BAG63393.1}
P62256	UBE2H
Q6AHZ1	ZNF518A
Q8IUD6	RNF135
P49238	CX3CR1
P26599	PTBP1
A9QVL7	EPOR
P62258	YWHAE
C9JW37	PSMD14
Q7LC44	ARC
P50281	MMP14
J3KTM8	POLI
J3KTM9	KPNB1
D6RHZ5	SEC31A
L8E8K5	TOP2B
B4DXJ6	cDNA FLJ61453, highly similar to Adapter-relatedprotein complex 2 alpha- 1 subunit {ECO:0000313|EMBL
Q8NBP1	cDNA PSEC0075 fis, clone NT2RP2003227 {ECO:0000313|EMBL:BAC11585.1}
P62266	RPS23
Q8IUC4	RHPN2
F8VZK9	CS
Q8IUC6	TICAM1
P62263	RPS14
H3BR02	OGFOD1
Q7LBR1	CHMP1B
Q8IUC8	GALNT13
C9J512	FANCL
Q330K2	NDUFAF6
P62269	RPS18
B4DXC9	cDNA FLJ59095 {ECO:0000313|EMBL:BAG63341.1}
Q71UM8	Adenylyl cyclase {ECO:0000313|EMBL:AAC28647.1}
Q71UM5	RPS27L
Q8NBW4	SLC38A9
P50219	MNX1
P50213	IDH3A
C9J4I3	STAT5B
Q6ZRI8	ARHGAP36
P51553	IDH3G
P50222	MEOX2
P50221	MEOX1
H7BZX6	VPS41
B4DXD8	cDNA FLJ51369, highly similar to DNA repair endonuclease XPF {ECO:0000313|EMBL:BAG63350.1}
H3BQL2	GOLGA8T
P52888	THOP1
P50226	SULT1A2
B4DXD1	cDNA FLJ51135, highly similar to Ribonucleoside-diphosphate reductase large subunit {ECO:0000313|EMB
Q8NBV8	SYT8
P50225	SULT1A1
Q8IUI8	CRLF3
P49286	MTNR1B
P52895	AKR1C2
Q8NBU0	cDNA FLJ90750 fis, clone PLACE2000118, weakly similar to WISKOTT-ALDRICH SYNDROME PROTEIN HOMOLOG {E
Q8NC60	NOA1
B9A012	MYO7A
P50238	CRIP1
Q8NBU5	ATAD1
Q8NC69	KCTD6
P49281	SLC11A2
B4DXE0	cDNA FLJ57093, highly similar to PIAS-like protein Zimp7 {ECO:0000313|EMBL:BAG63352.1}
Q8IUH5	ZDHHC17
Q8NC59	cDNA FLJ32620 fis, clone STOMA2000386, highly similar to TBC1 domain family member 1 {ECO:0000313|EM
Q10472	GALNT1
Q10471	GALNT2
P51572	BCAP31
Q71UL7	PLZF
P51575	P2RX1
P49279	SLC11A1
P51571	SSR4
P51570	GALK1
Q8NC51	SERBP1
J3KTQ1	COPS3
Q8NBT2	SPC24
H3BQJ1	ATP6V0D1
Q8NC57	cDNA FLJ90477 fis, clone NT2RP3002738, weakly similar to Homo sapiens enhancer of filamentation (HEF
H3BQJ7	BCAR1
Q8IUH3	RBM45
B9A008	IMP4
Q8IUH4	ZDHHC13
H3BQJ5	NOL3
A0A0A0MTR2	OGFOD1
A1A515	FGF8
Q8NBS9	TXNDC5
A0A0A0MTR4	DPH1
Q53FA7	TP53I3
Q6ZRH7	CATSPERG
Q2YFE1	Integrin beta {ECO:0000256|RuleBase:RU000633}
P01242	GH2
Q6AI58	DKFZp781A0295
P01241	GH1
Q53F47	Down-regulator of transcription 1 variant {ECO:0000313|EMBL:BAD97162.1}
B3KQY9	cDNA FLJ33317 fis, clone BNGH42007460, highly similar to DNA-directed RNA polymerase III subunit 127
Q53ES0	Sodium/potassium-transporting ATPase subunit alpha {ECO:0000256|RuleBase:RU362084}
Q71UA4	Adenylosuccinate lyase {ECO:0000256|RuleBase:RU361172}
P14555	PLA2G2A
P13224	GP1BB
C9J4E9	MBOAT7
P15884	TCF4
P13232	IL7
P51508	ZNF81
Q8NBJ4	GOLM1
Q8NBJ9	SIDT2
A8MQ02	AFDN
P25205	MCM3
J3KTC2	MSL1
P25208	NFYB
Q8NBJ7	SUMF2
P01236	PRL
Q6VEQ5	WASH2P
Q53F35	Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member B variant {ECO:0000313|EMBL:BAD97174.
P52848	NDST1
P51511	MMP15
P13236	CCL4
Q53ER2	Cyclin D2 variant {ECO:0000313|EMBL:BAD97297.1}
P51513	NOVA1
P51512	MMP16
P52849	NDST2
P01229	LHB
Q8NBI3	DRAXIN
J3KTB0	GPS1
L8E973	UBE2E2
P01225	FSHB
E5LCN7	NPPC
J3KTB5	EIF4A1
P01222	TSHB
Q09472	EP300
Q6AI38	DKFZp762F247
P03886	MT-ND1
Q09470	KCNA1
P0DJJ0	SRGAP2C
F8VZU9	MYL6
C9J4G7	OGDH
P51522	ZNF83
Q6ZQZ4	cDNA FLJ46776 fis, clone TRACH3026650, highly similar to Actin cross-linking family protein 7 {ECO:0
P15863	PAX1
P51523	ZNF84
J3KTE4	RPL19
P01258	CALCA
P03891	MT-ND2
P02585	TNNC2
Q53ET8	RAB6A, member RAS oncogene family isoform a variant {ECO:0000313|EMBL:BAD97271.1}
H3BQF7	IST1
P51531	SMARCA2
P51530	DNA2
P03897	MT-ND3
P40818	USP8
B4DXB5	FSHR
A8MQ07	RAPGEF5
B4DXB0	cDNA FLJ51133, highly similar to Ribonucleoside-diphosphate reductase large subunit {ECO:0000313|EMB
Q53ET0	CRTC2
Q6KF10	GDF6
Q53ET5	V-type proton ATPase subunit a {ECO:0000256|RuleBase:RU361189}
P51532	SMARCA4
P14543	NID1
P15882	CHN1
P15880	RPS2
Q8NBG6	Fibroblast growth factor {ECO:0000256|RuleBase:RU049442}
A8MQ14	ZNF850
Q6AI41	DKFZp686M05248
Q8NBG9	cDNA FLJ33226 fis, clone ASTRO2001029 {ECO:0000313|EMBL:BAC03474.1}
A8MQ11	PMS2P5
A8MPP1	DDX11L8
P01286	GHRH
B4DWZ1	cDNA FLJ59273, highly similar to CDK5 regulatory subunit-associated protein 3 {ECO:0000313|EMBL:BAG6
P26583	HMGB2
Q7LC14	NFKBIE
B4DWZ4	FEN1
P01282	VIP
J3KTH2	TAF4B
P49221	TGM4
Q0P6N4	NRG4
Q53F88	General transcription factor IIE, polypeptide 1 (Alpha subunit, 56kD) variant {ECO:0000313|EMBL:BAD9
C9JVD8	SMC4
Q53F85	Death-associated protein 6 variant {ECO:0000313|EMBL:BAD97124.1}
P14598	NCF1
Q53F80	BRCA1 associated RING domain 1 variant {ECO:0000313|EMBL:BAD97129.1}
P38570	ITGAE
P38571	LIPA
Q8NBN7	RDH13
P01275	GCG
Q71UF1	ACO2
Q53F78	Beclin 1 variant {ECO:0000313|EMBL:BAD97131.1}
A8MQ27	NEURL1B
B3KQV3	cDNA PSEC0253 fis, clone NT2RP3003368, highly similar to Homo sapiens phosphatidylinositol-4-phospha
P01270	PTH
J3KTG2	DHX38
B3KQV6	PPP2R1A
P52803	EFNA5
Q08117	TLE5
Q08116	RGS1
P37231	PPARG
Q8NBM4	UBAC2
P13284	IFI30
Q6AHY1	DKFZp686O2142
Q6AHY3	DKFZp686G10254
H0YDX7	HBS1L
P40879	SLC26A3
Q6AHY6	DKFZp781J1951
J3KTF5	ECSIT
H0YE96	NARS2
J3KTF8	ARHGDIA
P01266	TG
P49207	RPL34
Q9UQV4	LAMP3
B3KQW2	cDNA FLJ33193 fis, clone ADRGL2005838, highly similar to Exosome complex exonuclease RRP4 {ECO:00003
J3KTJ3	RPL23
J3KTJ6	NAPG
B3KQW7	cDNA FLJ33211 fis, clone ADRGL2009489, highly similar to Homo sapiens DPH1 homolog (DPH1), mRNA {ECO
P52815	MRPL12
O43699	SIGLEC6
P39877	PLA2G5
A3KFT3	OR2M5
D3DRJ5	RPS6
Q8NBL1	POGLUT1
C9J4C2	PRKAR1B
P39880	CUX1
Q09428	ABCC8
H3BQA9	STOML1
P01298	PPY
P26572	MGAT1
H3BQB6	STMND1
H3BQB4	ATP6V0D1
B3KR97	cDNA FLJ33900 fis, clone CTONG2008262, highly similar to Low density lipoprotein receptor adapter pr
B3KQX9	Protein Wnt {ECO:0000256|RuleBase:RU003500}
P52823	STC1
P52824	DGKQ
Q53F98	DNA primase {ECO:0000256|RuleBase:RU003514}
A1A4H0	VPS16
Q8NBK3	SUMF1
C9JVG3	UGP2
Q6DRA6	HIST2H2BD
P40855	PEX19
Q5TEU4	NDUFAF5
Q8IUW5	RELL1
O43791	SPOP
Q6ZRV2	FAM83H
O43790	KRT86
B3KR21	cDNA FLJ33494 fis, clone BRAMY2003898, highly similar to Homo sapiens GRIP and coiled-coil domain co
O43795	MYO1B
H0YEW0	STX16
B3KR25	cDNA FLJ33522 fis, clone BRAMY2006375, highly similar to PIAS-like protein Zimp7 {ECO:0000313|EMBL:B
P0DJD7	PGA4
P0DJD8	PGA3
Q6P3V2	ZNF585A
P0DJD9	PGA5
D6W5U7	STAG3
Q8NCD3	HJURP
H0YEW4	ATPAF1
B4DX60	RAD9B
P0DJD3	RBMY1A1
P0DJD4	RBMY1C
Q8IUW3	SPATA2L
D6RHI8	SPAG9
Q6ZS82	RGS9BP
Q8IUV6	CORT
Q8IV76	PASD1
Q8IV77	CNGA4
B3KR30	cDNA FLJ33557 fis, clone BRAMY2009489, highly similar to Homo sapiens SPHK1 (sphingosine kinase type
P15814	IGLL1
P15813	CD1D
P15812	CD1E
X6RBL6	MBD2
Q5UIP0	RIF1
Q6P3W2	DNAJC24
H7BZD2	CCNYL1
H0YF72	ATG16L2
Q6P3W7	SCYL2
Q6EV95	CASPASE-9c
Q6YP21	KYAT3
Q8IV63	VRK3
C9JWD9	KPNA1
Q3ZCM7	TUBB8
O43772	SLC25A20
O43776	NARS1
Q6Q788	APOA5
Q8NCB2	CAMKV
Q8IV61	RASGRP3
O43781	DYRK3
Q53FN0	Splicing factor, arginine/serine-rich 2 variant {ECO:0000313|EMBL:BAD96972.1}
Q8IV53	DENND1C
B3KR50	cDNA FLJ33691 fis, clone BRAWH2002976, highly similar to GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2 {ECO
B3KQT0	cDNA PSEC0144 fis, clone PLACE1006610, highly similar to Gamma-secretase subunit APH-1A {ECO:0000313
B4DWY2	cDNA FLJ50904, highly similar to Homo sapiens cytoplasmic polyadenylation element binding protein 1 
Q8NCA5	FAM98A
A0A386NC20	TP53
H0YEX2	TAF2
A0A386NC22	TP53
A0A386NC25	TP53
B3KR55	cDNA FLJ33720 fis, clone BRAWH2009590, highly similar to Zinc finger protein 23 {ECO:0000313|EMBL:BA
Q5TFJ7	KPNA6
Q6P3U7	RXRA
B4DWX3	Importin subunit alpha {ECO:0000256|PIRNR:PIRNR005673}
Q96RR4-6	CAMKK2
Q53G25	Ribosomal protein S5 variant {ECO:0000313|EMBL:BAD96826.1}
P98198	ATP8B2
O43752	STX6
A0A386NC55	TP53
F8VZ66	RACGAP1
P15848	ARSB
Q53G21	Small nuclear ribonucleoprotein polypeptide A' variant {ECO:0000313|EMBL:BAD96830.1}
O43759	SYNGR1
H7BZG0	UGGT1
Q9UKW6-3	ELF5
H7BZG6	AP1S2
Q8NCH0	CHST14
P27824	CANX
B4DWQ3	Phosphoglycerate kinase {ECO:0000256|RuleBase:RU000532}
H0YES5	HBS1L
O43760	SYNGR2
Q53FP3	NFS1 nitrogen fixation 1 isoform a variant {ECO:0000313|EMBL:BAD96959.1}
O43763	TLX2
O43761	SYNGR3
Q53G15	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 variant {ECO:0000313|EMBL:BAD96836.1}
O43768	ENSA
O43766	LIAS
O43765	SGTA
B3KQN4	cDNA FLJ90771 fis, clone THYRO1000956, highly similar to Apelin receptor {ECO:0000313|EMBL:BAG52096.
